번호,제목,생산일,조회수,내용번호
1447,용적률이란?,2009-10-19,1304,2898085
1448,대우공무원의 정직 경과기간은 ?,2009-10-19,450,2896209
1449,공무원은 소속 상관의 직무상의 명령에 복종해야 합니까?,2009-10-19,511,2895197
1450,대우공무원의 감봉 경과기간은?,2009-10-19,145,2896210
1451,소속상관의 허가 또는 정당한 이유없이 직장을 이탈할 수 있나요?,2009-10-19,241,2895198
1452,대우공무원의 견책 경과기간은?,2009-10-19,176,2896211
1453,공무원은 재직중 또는 퇴직후에도 직무상 알게된 비밀을 엄수해야 하나요?,2009-10-19,225,2895199
1454,영리기업에의 취업제한 대상은?,2009-10-19,89,2895201
1455,공무원의 책임은?,2009-10-19,232,2895203
1456,단체장이 사고일경우 법정직무대리는?,2009-10-19,144,2895153
1457,부단테장이 사고일경우 법정 직무대리는?,2009-10-19,137,2895154
1458,공무원의 책임중 행정상 책임은?,2009-10-19,188,2895155
1459,직무상의 의무에 위반하거나 직무를 태만히 한 경우는?,2009-10-19,267,2895156
1460,강임이란?,2009-10-19,308,2895157
1461,직무의 내외를 불문하고 그 체면 또는 위신을 손상하는 행위를 한 경우는?,2009-10-19,273,2895158
1462,국가재산상에 손해를 끼쳤을 경우?,2009-10-19,199,2895159
1463,공무원의 행위가 공무원으로서의 책임외에 일반 법익을 침해하는 경우?,2009-10-19,94,2895160
1464,공무원이 공무집행사의 위법행위로 인하여 타인에게 손해를 입힌 경우?,2009-10-19,110,2895161
1465,공무원이 직무상 자동차를 운전하다 교통사고를 일으켜 타인에게 손해를 입힌 경우?,2009-10-19,924,2895144
1466,상봉재정비촉진지구 사업완료시기는?,2009-10-19,282,2894893
1467,기반시설의 종류중 환경기초시설이란?,2009-10-19,2866,2895115
1468,무허가건물 수용에 따른 건물주 임대아파트 공급규정은?,2009-10-19,323,2898310
1469,공동주택 단지안에 국유지가 포함되어 있는 경우 사업계획승인이 가능한지,2009-10-19,755,2896143
1470,한우리정보문화센터에 관해서 알고 싶습니다,2009-10-19,447,2895013
1471,수강료는 어떻게 쓰여지는지 궁금합니다.,2009-10-19,278,2895308
1472,주차구획선(노상주차선) 내 주차할 수 있는 차량 범위는?,2009-10-19,1416,2894134
1473,공가란?,2009-10-19,2730,2895145
1474,전자교통신호제어기 보수는 어디서 하나요,2009-10-19,374,2898086
1475,개발행위 허가 규모?,2009-10-19,1007,2895116
1476,수색9구역 대의원 수는,2009-10-19,190,2897711
1477,개발행위(형질변경행위) 심의 대상?,2009-10-19,2323,2895117
1478,시공자 선정시기는,2009-10-19,139,2897712
1479,"휴직기간, 정직기간, 직위해제기간은 재직기간에 포함되나요?",2009-10-19,1862,2895146
1480,조합원의 자격은 ?,2009-10-19,442,2894102
1481,조합총회 개최 요건은?,2009-10-19,666,2894103
1482,특수의료장비 등록증명서 원본은 어디에쓰이나요?,2009-10-19,232,2895592
1483,조합 대의원회의 구성은 ?,2009-10-19,216,2894104
1484,조합임원의 구성은 ?,2009-10-19,283,2894105
1485,도시.주거환경정비기본계획의 수립은 누가 몇년마다 수립하여야 하나요?,2009-10-19,253,2896112
1486,정비사업의 사업시행계획서에 포함될 사항은?,2009-10-19,565,2894106
1487,공무원 보수 계산은 월단위인가요?,2009-10-19,354,2896668
1488,직위해제중의 보수는 얼마를 주나요?,2009-10-19,102,2896669
1489,면직이 최소되면 공무원의 보수는 어떻게 주나요?,2009-10-19,119,2896670
1490,안전복지서비스의개념,2009-10-19,488,2895655
1491,조합설립총회에서 결정할 업무는 ?,2009-10-19,209,2894100
1492,문화의집 수강료 반환은 어떻게 하나요?,2009-10-19,221,2896771
1493,조합창립총회 의사결정 요건은?,2009-10-19,359,2894107
1494,상봉8재정비촉진구역,2009-10-19,391,2896062
1495,공사가 진행중에 변경된 건축주가 시공자를 교체할 수 있는지 여부?,2009-10-19,447,2895118
1496,상속등기를 위하여 필요한 사망한 등기명의인의 등록사항별 증명서(‘제적등본’ 포함) 및 상속인의 등록사항별 증명서의 발급에 대한 질의,2009-10-19,4375,2896367
1497,인터넷전화(IPT)시스템 개통일은 언제인가요?,2009-10-19,134,2895585
1498,아파트 입주자 등 과반수의 동의를 얻어 개정된 관리규약에 개정시기가 명기되지 않은 경우 효력은,2009-10-20,912,2896144
1499,창4동 주민자치위원은 몇명입니까?,2009-10-20,346,2896389
1500,사회단체보조금 지원사업의 유형중 기초질서 지키기 정착사업의 유형은?,2009-10-20,92,2898087
1501,사회단체보조금 지원사업의 유형중 깨끗한 환경도시 건설사업의 세부사업은?,2009-10-20,145,2898088
1502,"사회단체보조금지원사업의 유형중 아동, 청소년 보호육성사업의 세부사업은?",2009-10-20,99,2898089
1503,사회단체보조금 지원사업중 함께 나누는 공동체사업의 세부사업 유형은?,2009-10-20,89,2898090
1504,사회단체보조금지원사업중 보훈 및 안보의식 고취사업의 세부사업은?,2009-10-20,119,2898091
1505,사회단체보조금 지원사업중 교통. 안전문화구축사업의 세부사업은?,2009-10-20,83,2898092
1506,"사회단체보조금지원사업중 문화, 체육진흥사업의 세부사업은?",2009-10-20,175,2898111
1507,사회단체보조금지원사업중 지역경제 활성화사업의 세부사업은?,2009-10-20,163,2898112
1508,사회단체보조금지원사업의 유형중 기타 공익사업의 세부사업은?,2009-10-20,102,2898113
1509,기존 놀이시설 안전 관리 및 설치 검사,2009-10-20,191,2898564
1510,간선도로란 어떤 도로인가요?,2009-10-20,11884,2897683
1511,이재민 수용시설은 있나요?,2009-10-20,319,2897732
1512,골목호랑이어르신이 하는일이 궁금해요!,2009-10-20,315,2896634
1513,공동주택 복도의 기준은?,2009-10-20,6660,2894634
1514,공동주택 난간 기준은?,2009-10-20,15859,2894630
1515,공무원법상 성실의 의무는 근무시간 외에도 적용되나요?,2009-10-20,257,2895147
1516,공동주택 진입도로 설치기준은?,2009-10-20,4018,2894635
1517,동별대표자 관리비 면제는?,2009-10-20,350,2897366
1518,컴퓨터 상에서 바이러스란 뭔가요?,2009-10-20,236,2895586
1519,악성코드와 바이러스의 차이점을 알고 싶어요.,2009-10-20,1984,2895587
1520,분쟁조정위원회 신청절차와 어떤 경우에 분쟁조정신청을 할 수 있는 지요?,2009-10-20,306,2897579
1521,인터넷 사용자가 늘어나면서 인터넷 해킹이 증가하고 있는데 왜 해킹을 하는 건가요?,2009-10-20,184,2895582
1522,추진위원의 업무는 ?,2009-10-20,481,2894099
1523,조합은 법인등기합니까?,2009-10-20,1111,2896063
1524,조합등기는 언제합니까?,2009-10-20,108,2896065
1525,조합 법인등기는 어디에서 합니까?,2009-10-20,139,2896066
1526,전시시동원이란,2009-10-20,289,2895530
1527,조합 법인등기 등재시 기재사항은 ?,2009-10-20,185,2896067
1528,중랑구의 랜드마크 조형물은?,2009-10-20,616,2896251
1529,토지등소유자가 100명이상인 경우 조합이사의 수는 ?,2009-10-20,116,2896068
1530,조합원의 수가 몇 명이상인 경우에 대의원회를 둘수 있습니까?,2009-10-20,110,2896069
1531,주민대표회의 구성원 몇명입니까?,2009-10-20,163,2896070
1532,"무주택(증명서, 세대주 기간)관련 증명과 발급?",2009-10-20,20318,2894868
1533,조합의 등기사항은 ?,2009-10-20,373,2894108
1534,"집단,농성 민원이란 ?",2009-10-20,445,2895148
1535,약국에서마약을사용하고싶은데어떻게하면됩니까?,2009-10-20,998,2895348
1536,시민감사청구대상은 ?,2009-10-20,280,2895239
1537,재해경보의 종류는?,2009-10-20,982,2897733
1538,자가품질검사 및 수입통관검사를 의뢰하고자 할 경우 어디로 하여야 하는지요?,2009-10-20,493,2897598
1539,주택등 건축물에 분양받을 권리산정 기준일은 ?,2009-10-20,1336,2894097
1540,금품 제공자 확인이 불가능할 경우 자세한 처리절차는?,2009-10-20,96,2897581
1541,연산군묘에 대해서 자세히 알고싶습니다.,2009-10-20,497,2897847
1542,공동주택 단지내 주민공동시설(독서실 등)을 개인이 독서실로 등록하여 사용료를 받고 운영할 수 있는지?,2009-10-20,1056,2897582
1543,개별보상의 원칙이란?,2009-10-20,391,2895944
1544,공무원이 친구의 모친 회갑연에 10만원상당 화환을 보낼수 있습니까?,2009-10-20,314,2897584
1545,도시기반시설(광장)의 세분?,2009-10-20,961,2895119
1546,주택성능등급의 표시대상 범위는 ?,2009-10-20,336,2894637
1547,건축면적이란?,2009-10-20,2973,2894636
1548,바닥면적이란?,2009-10-20,1680,2894629
1549,수림대공원 찾아오는 길안내?,2009-10-20,1792,2895532
1550,보육교사 자격 취득을 위한 보육실습 기준,2009-10-21,643,2896213
1551,골밀도측정기도 사용전 신고를 하나요?(골다공증),2009-10-21,474,2896145
1552,'아름다운 디자인중랑 공모전' 수상작품을 어디서 볼 수 있을까요?,2009-10-21,486,2894546
1553,소화기 사용요령과 관리요령?,2009-10-21,1200,2896300
1554,"한 촬영실에 2대의 엑스레이기계를 설치,사용할수 있는지요?",2009-10-21,350,2896146
1555,&amp;amp;amp;amp;apos;Clean-1 서비스&amp;amp;amp;amp;apos; 모니터링은 어떻게 진행되나요?,2009-10-21,480,2897421
1556,중고 엑스레이장비를 사용할때도 신고를 하나요?,2009-10-21,1439,2896147
1557,신내동에 상징조형물을 설치한다고 하던데 어디에 하게 되는 건가요?,2009-10-21,309,2896252
1558,분양지 명의변경(증여)시 필요한 서류는 무엇입니까?,2009-10-21,2119,2896776
1559,송파구립실버악단,2009-10-21,831,2896295
1560,송파구립민속예술단 문의,2009-10-21,751,2896408
1561,분양지 명의변경(상속)시 필요한 구비서류는 무엇입니까?,2009-10-21,1131,2896777
1562,LED 전압 이 뭐죠,2009-10-21,195,2896778
1563,다운라이트가 뭐죠,2009-10-21,192,2896710
1564,송파구립청소년교향악단 문의,2009-10-21,1375,2896293
1565,도시관리계획 수립시 목표년도는 ?,2009-10-21,425,2896071
1566,분양지 명의변경(매매)시 필요한 구비서류는 무엇입니까?,2009-10-21,1417,2896711
1567,이그나이터를 정의해주세요,2009-10-21,323,2894567
1568,송파구 가락우성아파트 주택근저당권 말소 업무는 어느부서에서 담당합니까?,2009-10-21,987,2896712
1569,송파구 마천1~2동(AID차관) 주택근저당권 말소업무는 누가 담당합니까?,2009-10-21,264,2896713
1570,분양지 명의변경시 필요한 구비서류 중 명의변경승인통지서를 분실했을 경우 어떻게 하나요?,2009-10-21,907,2896714
1571,주택근저당권 말소신청서는 어디에 있습니까?,2009-10-21,612,2896715
1572,주택근저당권 말소 시 필요한 수수료는 무엇입니까?,2009-10-21,516,2896716
1573,"위험절개지,축대등의 붕괴 위험이 있습니다",2009-10-21,225,2898116
1574,주택근저당말소 시 담보가 추가되어 있을 경우 수수료는 어떻게 되나요?,2009-10-21,471,2896717
1575,주택근저당권 말소신청서 작성 후 팩스로 송부가능한가요?,2009-10-21,357,2896718
1576,아파트 관리비 고지서에 도시가스 요금을 부과할 수 있는지?,2009-10-21,1022,2897150
1577,주택근저당권 말소 신청시 필요한 수수료 송금 가능합니까?,2009-10-21,181,2896719
1578,노무후생팀의 업무는?,2009-10-21,804,2895149
1579,종전의 토지 또는 건축물의 가격은 산정방법은 ?,2009-10-21,496,2894096
1580,공동주택의 주차장 부지구입을 입주자대표회의 의결로 결정할 수 있는지와 부지구입을 반대하는 입주민의 의견을 무시한 채 입주자대표회의에서 토지를 매...,2009-10-21,543,2894909
1581,"오수,폐기물등의 무단투기 신고는?",2009-10-21,390,2896629
1582,조합설립 동의서에 포함될 내용은 ?,2009-10-21,478,2894095
1583,직영 도로보수원은 몇명입니까?,2009-10-21,247,2894563
1584,성동교관련 불편사항은 성동구청으로 신고하면 되나요?,2009-10-21,673,2896481
1585,위생단속공무원이 위생 지도.점검을 나와 바쁜 영업시간에 영업허가증이나 영업신고증 외 출입검사기록부까지 요구할 권한이 있는지요 ?,2009-10-21,1628,2897600
1586,송파구 뉴타운지역중 존치관리구역은 어디입니까?,2009-10-21,889,2897828
1587,공동주택에서 수해방지등 기준은?,2009-10-21,1622,2895275
1588,공동주택에서 지능형 홈네트워크 설비기준은?,2009-10-21,1340,2896011
1589,공동주택에서 가스공급시설 기준은?,2009-10-21,1031,2896012
1590,디자인서울(문화)거리 조성 기본 및 실시 설계용역에 대해서 궁금합니다.,2009-10-21,469,2895945
1591,공동주택에서 급배수시설 설치 기준은?,2009-10-21,2394,2897367
1592,공동주택에서 배기설비등 설치기준은?,2009-10-21,1019,2895069
1593,공동주택에서 주민운동시설 설치기준은?,2009-10-21,6358,2897369
1594,공동주택에서 주택성능등급 인정기관의 지정은?,2009-10-21,359,2897370
1595,정신심의위원회는 언제 어디서 열리나요,2009-10-21,151,2896596
1596,도로의 종류는 어떤것이 있는지,2009-10-21,332,2898260
1597,어린이집이랑 유치원이랑 다른가요?,2009-10-21,1480,2895207
1598,여행 화장실,2009-10-21,1018,2894658
1599,불문경고도 소청심사의 대상이 되나요?,2009-10-21,970,2895150
1600,불문경고도 소청심사의 대상이 되나요?,2009-10-21,380,2895139
1601,공공공지와공공용지의차이는 무엇인지,2009-10-21,3179,2898261
1602,조사원들이 자꾸 찾아오는데 무슨 조사인가?,2009-10-21,114,2896178
1603,구 역촌1동주민센터 부지 신축건물은 무엇으로 사용되는지요,2009-10-21,259,2898281
1604,갈현2동에는 통반조직이 어떻게 되나요,2009-10-21,428,2898262
1605,역촌동주민자치위원회 구성현황은,2009-10-21,197,2898282
1606,매수청구를 취소하고 싶은데 어떻게하나요?,2009-10-22,340,2895080
1607,주택법상 간선시설이란 무엇인지요?,2009-10-22,1525,2894684
1608,미 입주세대 관리비 징수 관련사항?,2009-10-22,327,2897371
1609,관리비는 분양면적을 기준으로 부과 해도 되는지?,2009-10-22,1224,2897353
1610,의료기관 임상검사실의 시설규격은?,2009-10-22,265,2897213
1611,건축사보 란?,2009-10-22,2703,2898119
1612,공사감리 란?,2009-10-22,5363,2898102
1613,가로 구역별 최고높이 제한 지역이란?,2009-10-22,4638,2896958
